landslide_fid,id,time_of_occurrence,damage_description,size_category,trigger,debris_type,material_type,movement_type,metadata_id,aspect,activity,x_coordinate,y_coordinate,severity_name,debris_type_name,material_type_name,movement_type_name,aspect_name,activity_name,data_source_name,trigger_name
"394040","14211",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384715","14212",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388797","14213",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388798","14214",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394041","14215",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394042","14216",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388799","14217",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394043","14218",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388800","14219",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394044","14220",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394045","14221",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394046","14222",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388801","14223",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388802","14224",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388803","14225",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388804","14226",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388805","14227",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394047","14228",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388806","14229",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388807","14230",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388808","14231",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388809","14232",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394048","14233",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384716","14234",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388810","14235",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388811","14236",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394049","14237",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384717","14238",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388812","14239",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394050","14240",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394051","14241",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394052","14242",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394053","14243",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394054","14244",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388813","14245",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388814","14246",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394055","14247",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388815","14248",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394056","14249",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388816","14250",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394057","14251",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388817","14252",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388818","14253",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394058","14254",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388819","14255",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388820","14256",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388821","14257",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388822","14258",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388823","14259",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388824","14260",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388825","14261",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394059","14262",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394060","14263",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394061","14264",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388826","14265",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394062","14266",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394063","14267",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394064","14268",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394065","14269",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388827","14270",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388828","14271",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388829","14272",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384718","14273",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394066","14274",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394067","14275",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394068","14276",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388830","14277",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384719","14278",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394069","14279",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394070","14280",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388831","14281",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394071","14282",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388832","14283",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388833","14284",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388834","14285",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388835","14286",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394072","14287",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394073","14288",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384720","14289",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384721","14290",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394074","14291",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384722","14292",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394075","14293",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388836","14294",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388837","14295",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394076","14296",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388838","14297",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388839","14298",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388840","14299",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388841","14300",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388842","14301",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384723","14302",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394077","14303",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388843","14304",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388844","14305",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388845","14306",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384724","14307",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394078","14308",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394079","14309",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388846","14310",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394080","14311",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394081","14312",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394082","14313",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388782","14314",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394083","14315",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388847","14316",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388848","14317",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394084","14318",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388849","14319",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394085","14320",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388850","14321",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394086","14322",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394087","14323",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388851","14324",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394088","14325",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394089","14326",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394090","14327",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388852","14328",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394091","14329",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388853","14330",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388854","14331",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388855","14332",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394092","14333",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388856","14334",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394093","14336",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394094","14337",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394095","14338",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388857","14339",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394096","14340",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388858","14341",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388859","14342",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394097","14343",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394098","14344",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394099","14345",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394100","14346",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388860","14347",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388861","14348",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388862","14349",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394101","14350",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388863","14351",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394102","14352",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388864","14353",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388865","14354",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394103","14355",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394104","14356",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394105","14357",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388866","14358",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394106","14359",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394107","14360",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394108","14361",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394109","14362",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388867","14363",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388868","14364",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388869","14365",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388870","14366",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394110","14367",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394111","14368",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394112","14369",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388871","14370",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394113","14371",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394114","14372",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388872","14373",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388873","14374",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388874","14375",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394115","14376",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394116","14377",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394117","14378",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394118","14379",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394119","14380",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394120","14381",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388875","14382",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388876","14383",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394121","14384",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388877","14385",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394122","14386",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394123","14387",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388878","14388",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388879","14389",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"390642","14390",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394124","14391",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388880","14392",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394125","14393",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388881","14394",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388882","14395",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394126","14396",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394127","14397",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388883","14398",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388884","14399",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388885","14400",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394128","14401",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394129","14402",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388886","14403",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388887","14404",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394130","14405",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394131","14406",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388888","14407",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388889","14408",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388890","14409",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388891","14410",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388892","14411",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388893","14412",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394132","14413",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"384726","14414",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384727","14415",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388894","14416",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388895","14418",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388896","14419",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388897","14420",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388898","14421",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394133","14422",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388899","14423",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388900","14424",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394134","14425",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388901","14426",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394135","14427",,,"3","100","101","101","3",,,,,,large,Unknown,unknown,Rotational slide (slump),,,Landslide GIS,other
"394136","14428",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394137","14429",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388902","14430",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394138","14431",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"388903","14432",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384729","14433",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384725","14434",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394139","14435",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388904","14436",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394140","14437",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388905","14438",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394141","14439",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388906","14440",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394142","14441",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388907","14442",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388908","14443",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384730","14444",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384731","14445",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394143","14446",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388909","14447",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384728","14448",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384732","14449",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384733","14450",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388910","14451",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"384734","14452",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384735","14453",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384736","14454",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384737","14455",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384738","14456",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384739","14457",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384740","14458",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384741","14459",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384742","14460",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384743","14461",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388911","14462",,,"3","100","101","101","4",,,,,,large,Unknown,unknown,Translational slide,,,Landslide GIS,other
"394144","14463",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394145","14464",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394146","14465",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"388912","14466",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"384744","14467",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
"394147","14468",,,"3","101","101","101","101",,,,,,large,Unknown,unknown,unknown,,,Landslide GIS,unknown
