landslide_fid,id,time_of_occurrence,damage_description,size_category,trigger,debris_type,material_type,movement_type,metadata_id,aspect,activity,x_coordinate,y_coordinate,severity_name,debris_type_name,material_type_name,movement_type_name,aspect_name,activity_name,data_source_name,trigger_name
"315035","608",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.036697237694,-45.3954389971243,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315036","609",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.036418045662,-45.3981312134682,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315037","610",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.035737133165,-45.4170422085211,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315038","611",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.035271522504,-45.4215292038688,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315039","612",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.038872612668,-45.3991597300481,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315040","613",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.066506586943,-45.1560861654733,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315041","614",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.067243678567,-45.1489064808954,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315042","615",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.072265336545,-45.124805280115,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315043","616",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.041922241082,-45.4191647401929,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315044","617",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.050084677908,-45.3898120259593,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315045","618",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.071057680036,-45.198723084436,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315046","619",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.077776729249,-45.1332080306171,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315047","620",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.063305722814,-45.2741088166004,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315048","621",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.078971550009,-45.1215408885789,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315049","622",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.085379111758,-45.0713471579073,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315050","623",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.070391523471,-45.2176347933069,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315051","624",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.063352557573,-45.2984702500123,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315052","625",2003-08-21Z, ,"2","1","2","1","4",,"0","0",167.04260042576,-45.5238526245863,moderate,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315053","626",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.056452845864,-45.3901389287396,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315054","627",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.095236181891,-45.0371185269312,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315055","628",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.095098956076,-45.0384647651976,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315056","629",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.090978980162,-45.0788517890825,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315057","630",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.045405600911,-45.5339204487102,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315058","631",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.097722059215,-45.0376969809341,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315059","632",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.070982156028,-45.2988615322915,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315060","633",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.071536133384,-45.2934768454726,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315061","634",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.098987873049,-45.0377618136814,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315062","635",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.072325232426,-45.3106586673332,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315063","636",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.095008355612,-45.1142432030208,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315064","637",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.092900216022,-45.1348853969742,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315065","638",2003-08-21Z, ,"3","1","1","1","4",,"0","0",167.052441467744,-45.5279659049378,large,Blocky,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315066","639",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.093526396864,-45.1412326969629,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315067","640",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.088845950189,-45.1870042693872,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315068","641",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.075217926386,-45.3198285689979,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315069","642",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.094687452887,-45.1548247679395,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315070","643",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.079975692486,-45.2984199270793,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315071","644",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.111372471502,-45.0411018866418,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315072","645",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.10031082069,-45.1496992668103,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315073","646",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.09379922564,-45.213420670624,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315074","647",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.071765374848,-45.4279123551564,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315075","648",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.116183196538,-45.018793476331,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315076","649",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.073296473475,-45.437914438965,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315077","650",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.066345961486,-45.5052212391146,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315078","651",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.103566446071,-45.1552786425268,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315079","652",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.092464865118,-45.2638738734966,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315080","653",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.069083965776,-45.5035568704464,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315081","654",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.097394814406,-45.2406693728565,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315082","655",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.080078986802,-45.4093918534848,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315083","656",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.103709238227,-45.1913727132357,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315084","657",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.096001796374,-45.2667610086469,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315085","658",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.100683908748,-45.2209896988889,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315086","659",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.093243871901,-45.2936851175688,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315087","660",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.099292996076,-45.2470814268485,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315088","661",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.100196350434,-45.2507361805118,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315089","662",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.10100803527,-45.25528840471,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315090","663",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.097426093872,-45.2902899320302,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315091","664",2003-08-21Z, ,"3","1","2","1","4",,"0","0",167.118107891244,-45.1000864739823,large,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315092","665",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.11252555705,-45.1674640276293,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315093","666",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.110604594861,-45.1863115133145,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315094","667",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.109140092627,-45.2006714452276,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315095","668",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.118179023946,-45.1244484612668,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315096","669",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.10445313864,-45.2590727560201,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315097","670",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.080219475985,-45.4951038631357,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315098","671",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.113417267896,-45.1837484133697,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315099","672",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.115944674571,-45.1965074390028,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315100","673",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.124708864306,-45.110346614122,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315101","674",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.10926121873,-45.262024266254,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315102","675",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.125611795212,-45.114001218446,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315103","676",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.09701113634,-45.4066469032568,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315104","677",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.138961135285,-45.019954553372,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315105","678",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.115157549015,-45.2668352333993,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315106","679",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.123012992588,-45.2022801452641,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315107","680",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.142485434235,-45.0228402272395,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315108","681",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.11137575893,-45.3288911015377,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315109","682",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.127194923756,-45.1862540933966,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315110","683",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.105009695251,-45.4160754403969,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315111","684",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.113370096776,-45.3344054109158,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315112","685",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.119224324891,-45.289595761821,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315113","686",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.13026521595,-45.2062573889985,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315114","687",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.106900885458,-45.435116534292,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315115","688",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.131534828677,-45.2063218788452,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315116","689",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.150350473513,-45.0205333756093,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315117","690",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.123221718451,-45.2879945995579,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315118","691",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.106979377499,-45.44684831832,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315119","692",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.100898123293,-45.5060802996526,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315120","693",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.157766519241,-44.9721942410781,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315121","694",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.133800528097,-45.2091433501172,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315122","695",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.146895389609,-45.0925293423344,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315123","696",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.128124641453,-45.2900478282173,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315124","697",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.161650149691,-44.9714891049171,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315125","698",2003-08-21Z, ,"2","1","101","101","101",,"0","0",167.121982788725,-45.3628093062194,moderate,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315126","699",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.140245471727,-45.1959383005481,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315127","700",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.14933575485,-45.1061852469654,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315128","701",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.15096878848,-45.0900295527155,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315129","702",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.157762567611,-45.0227137192357,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315130","703",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.131939108823,-45.2902413578286,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315131","704",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.152051978107,-45.1045186838464,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315132","705",2003-08-21Z, ,"2","1","101","101","101",,"0","0",167.127166821631,-45.3621701360416,moderate,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315133","706",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.117340588124,-45.4708296814529,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315134","707",2003-08-21Z, ,"3","1","2","1","4",,"0","0",167.152858727451,-45.1469599699629,large,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315135","708",2003-08-21Z, ,"2","1","2","1","4",,"0","0",167.147770949833,-45.1972218828,moderate,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315136","709",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.119524142539,-45.4745488761968,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315137","710",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.160833053765,-45.10586557577,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315138","711",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.141016557735,-45.3015269405305,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315139","712",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.154756059233,-45.1786307114839,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315140","713",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.159427481912,-45.1387222310406,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315141","714",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.154118145924,-45.1975432084276,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315142","715",2003-08-21Z, ,"1","1","101","101","101",,"0","0",167.166265288178,-45.1151616407989,small,Unknown,unknown,unknown,Unknown,Unknown,Landslide catalogue,Earthquake
"315143","716",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.161734881641,-45.197928331207,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
"315144","717",2003-08-21Z, ,"1","1","2","1","4",,"0","0",167.155922482229,-45.2553703904345,small,Chaotic,Rock,Translational slide,Unknown,Unknown,Landslide catalogue,Earthquake
